incident_id,line_id,equipment_id,equipment_name,equipment_type,failure_type,failure_category,downtime_minutes,root_cause,resolution_action,parts_cost_usd,labor_hours,incident_date,incident_time,severity,shift,reported_by,verified_by,mttr_minutes,mtbf_hours,environmental_temp_c,humidity_percent,production_impact_units
INC_2024_073,LINE_C2,EQ_AS310,Assembly_Station_AS310,Assembly,Glue Dispenser Clog,Material Application,112,Adhesive dispenser nozzle partial clog from material curing in tip (pot life 4 hours at 23°C),Replaced dispenser nozzle (PN: NOZ-2206) and implemented 3-hour preventive replacement schedule,125,3.0,2024-06-08,14:22:00,MEDIUM,Day Shift,Tom Wilson,Rachel Green,112,1401,24,43,1490
INC_2024_074,LINE_B3,EQ_RA205,Robotic_Arm_RA205,Robotics,Counterbalance Loss,Pneumatic System,134,J2 axis counterbalance gas spring pressure loss (60 bar actual vs 120 bar spec) causing sag,Recharged counterbalance spring with nitrogen to 120 bar; leak tested all seals and fittings,420,3.5,2024-06-10,21:47:00,HIGH,Night Shift,Sarah Chen,Michael Roberts,134,1091,21,44,1420
INC_2024_075,LINE_D1,EQ_PM115,Packaging_Machine_PM115,Packaging,Print Head Misalignment,Marking System,67,Thermal transfer print head misalignment causing blurred date codes (resolution loss 30%),Realigned print head to 0.5mm gap specification and replaced worn pressure roller,340,2.0,2024-06-12,16:53:00,MEDIUM,Evening Shift,Rachel Green,Tom Wilson,67,1390,22,49,890
INC_2024_076,LINE_A1,EQ_CB101,Conveyor_Belt_CB101,Material Handling,Gearbox Noise,Drive System,89,Conveyor gearbox abnormal noise from gear tooth pitting (initial stage) detected during inspection,Replaced gearbox (PN: GBX-4404) and switched to synthetic gear oil PAO ISO VG 320,1680,2.5,2024-06-14,09:08:00,MEDIUM,Day Shift,John Martinez,Sarah Chen,89,534,23,44,1180
INC_2024_077,LINE_C2,EQ_VS301,Vision_System_VS301,Quality Inspection,Fan Filter Clogged,Thermal Management,34,PC cooling fan filter 90% clogged causing processor thermal throttling (CPU temp 82°C vs 60°C max),Cleaned/replaced fan filter (PN: FLT-7711) and verified CPU temperature reduced to 52°C under load,25,1.0,2024-06-16,13:19:00,LOW,Day Shift,Lisa Wang,Tom Wilson,34,1945,21,45,0
INC_2024_078,LINE_B3,EQ_WR220,Welding_Robot_WR220,Welding,Anti-Collision Sensor,Safety System,56,Welding robot anti-collision sensor false triggers from electromagnetic interference during welding,Replaced sensor with EMI-hardened model (PN: SNS-8806) and added ferrite suppression to cables,280,1.5,2024-06-18,03:15:00,MEDIUM,Night Shift,David Kim,Sarah Chen,56,1091,23,42,740
INC_2024_079,LINE_D1,EQ_AGV105,AGV_Vehicle_AGV105,Autonomous Vehicle,Traction Control Loss,Drive System,123,AGV traction control failure on wet floor surfaces from worn tire tread (tread depth 2mm vs 8mm new),Replaced all 4 AGV drive wheels (PN: WHL-3304) and implemented tire tread depth monitoring program,890,3.0,2024-06-20,18:42:00,HIGH,Evening Shift,Rachel Green,Lisa Wang,123,1501,22,53,0
INC_2024_080,LINE_A1,EQ_HP110,Hydraulic_Press_HP110,Press Equipment,Filter Bypass Valve,Hydraulic Filtration,67,Hydraulic filter bypass valve stuck open from debris allowing unfiltered oil circulation,Replaced filter housing assembly (PN: FLT-7706) with improved bypass valve and differential pressure gauge,380,2.0,2024-06-22,10:51:00,MEDIUM,Day Shift,Michael Roberts,John Martinez,67,1456,26,43,890
INC_2024_081,LINE_C2,EQ_AS310,Assembly_Station_AS310,Assembly,Rivet Gun Jamming,Fastening System,95,Pneumatic rivet gun frequent jamming from worn mandrel collection tube and debris accumulation,Replaced rivet gun nose assembly (PN: RVT-2207) and added automatic mandrel disposal chute,240,2.5,2024-06-24,13:58:00,MEDIUM,Day Shift,Tom Wilson,Rachel Green,95,1468,24,43,1260
INC_2024_082,LINE_B3,EQ_RA205,Robotic_Arm_RA205,Robotics,Axis Brake Failure,Safety Mechanism,156,J4 axis holding brake failure to release causing servo overload and motor overheating,Replaced brake assembly (PN: BRK-3309) and adjusted brake release timing in servo parameters,1240,4.0,2024-06-26,22:34:00,HIGH,Night Shift,Sarah Chen,Michael Roberts,156,1158,21,44,1650
INC_2024_083,LINE_D1,EQ_PM115,Packaging_Machine_PM115,Packaging,Film Tension Sensor,Material Control,78,Film tension sensor drift causing over-tensioning (85N actual vs 45N target) and film breaks,Replaced load cell tension sensor (PN: LC-6606) and recalibrated to 45N ±3N operating range,420,2.0,2024-06-28,15:29:00,MEDIUM,Evening Shift,Rachel Green,Tom Wilson,78,1457,22,48,1040
INC_2024_084,LINE_A1,EQ_CB101,Conveyor_Belt_CB101,Material Handling,Proximity Switch Failure,Position Sensing,45,Inductive proximity switch failure from overheating (ambient 45°C exceeding 40°C rating),Replaced with high-temperature rated switch (PN: PRX-4405 -25°C to +70°C) and added heat shield,125,1.5,2024-06-30,11:43:00,MEDIUM,Day Shift,John Martinez,Michael Roberts,45,1601,28,42,600
INC_2024_085,LINE_C2,EQ_VS301,Vision_System_VS301,Quality Inspection,Image Processing Lag,Computer Performance,112,Vision processing cycle time increased from 180ms to 420ms from CPU performance degradation,Cleaned PC internals and replaced thermal paste on CPU; updated vision software to optimized version,0,3.0,2024-07-02,12:27:00,MEDIUM,Day Shift,Lisa Wang,Tom Wilson,112,1867,21,45,0
INC_2024_086,LINE_B3,EQ_WR220,Welding_Robot_WR220,Welding,Wire Straightener Worn,Wire Feeding,89,Welding wire straightener rollers worn causing wire cast/helix affecting arc stability,Replaced wire straightener roller set (PN: STR-8807) and adjusted roller pressure to specification,180,2.5,2024-07-04,04:06:00,MEDIUM,Night Shift,David Kim,Sarah Chen,89,1158,23,41,1180
INC_2024_087,LINE_D1,EQ_AGV105,AGV_Vehicle_AGV105,Autonomous Vehicle,Emergency Stop Latch,Safety System,56,AGV emergency stop button mechanical latch failure preventing reset after activation,Replaced emergency stop button assembly (PN: EST-3305) with improved latch mechanism,95,1.5,2024-07-06,19:21:00,MEDIUM,Evening Shift,Rachel Green,David Kim,56,1568,22,47,0
INC_2024_088,LINE_A1,EQ_HP110,Hydraulic_Press_HP110,Press Equipment,Servo Valve Dither,Control System,134,Hydraulic servo valve loss of dither frequency affecting smooth position control,Replaced servo valve (PN: SV-7707) and tuned dither frequency to 100Hz for optimal performance,2180,3.5,2024-07-08,09:37:00,HIGH,Day Shift,Michael Roberts,John Martinez,134,746,25,43,1420
INC_2024_089,LINE_C2,EQ_AS310,Assembly_Station_AS310,Assembly,Vision-Guided Pick,Robot Vision,123,Assembly robot vision-guided pick failures from inconsistent part presentation (±15mm variation),Recalibrated hand-eye coordination and adjusted part feeder to ±5mm presentation tolerance,0,3.5,2024-07-10,14:13:00,MEDIUM,Day Shift,Tom Wilson,Rachel Green,123,1535,24,43,1300
INC_2024_090,LINE_B3,EQ_RA205,Robotic_Arm_RA205,Robotics,Cable Dress Package,Cable Management,78,Robot dress package cable strain from repeated motion causing conductor breakage on signal wires,Replaced complete cable dress package (PN: CDP-3310) with improved routing and strain relief,1890,2.0,2024-07-12,23:08:00,MEDIUM,Night Shift,Sarah Chen,Michael Roberts,78,1225,21,44,1040
INC_2024_091,LINE_D1,EQ_PM115,Packaging_Machine_PM115,Packaging,Vacuum Pump Loss,Pneumatic System,167,Vacuum packaging pump vane wear causing insufficient vacuum (45 kPa vs 85 kPa specification),Replaced vacuum pump vane set (PN: VAN-6607) and oil; verified 90 kPa vacuum level achieved,680,4.5,2024-07-14,16:47:00,HIGH,Evening Shift,Rachel Green,Tom Wilson,167,1524,22,49,1770
INC_2024_092,LINE_A1,EQ_CB101,Conveyor_Belt_CB101,Material Handling,Encoder Coupling,Position Feedback,67,Conveyor position encoder coupling slippage from set screw loosening causing count errors,Re-tightened encoder coupling and applied threadlocker; replaced worn coupling (PN: CPL-4406),125,2.0,2024-07-16,10:22:00,MEDIUM,Day Shift,John Martinez,Sarah Chen,67,1668,23,44,890
INC_2024_093,LINE_C2,EQ_VS301,Vision_System_VS301,Quality Inspection,Calibration Grid Missing,Reference System,34,Vision calibration grid reference points worn/damaged affecting measurement accuracy ±0.15mm,Replaced calibration grid (PN: GRID-7712) with ceramic construction and reverified system accuracy,420,1.0,2024-07-18,13:05:00,LOW,Day Shift,Lisa Wang,Tom Wilson,34,1978,21,45,0
INC_2024_094,LINE_B3,EQ_WR220,Welding_Robot_WR220,Welding,Wire Drive Roller,Wire Feeding,95,Wire drive roller groove wear from abrasive wire coating reducing grip and causing slip,Replaced drive roller pair (PN: DRV-8808) and switched to knurled design for improved traction,145,2.5,2024-07-20,03:42:00,MEDIUM,Night Shift,David Kim,Sarah Chen,95,1225,23,42,1260
INC_2024_095,LINE_D1,EQ_AGV105,AGV_Vehicle_AGV105,Autonomous Vehicle,Ultrasonic Sensor Blind,Object Detection,89,AGV ultrasonic obstacle sensor blind spot from mounting angle misalignment,Adjusted sensor mounting angle per specification and verified 360° coverage with no blind spots,0,2.5,2024-07-22,18:56:00,MEDIUM,Evening Shift,Rachel Green,Lisa Wang,89,1635,22,48,0
INC_2024_096,LINE_A1,EQ_HP110,Hydraulic_Press_HP110,Press Equipment,Hose Burst,Hydraulic Lines,189,High-pressure hydraulic hose burst from age-related degradation (installed 2018, 6-year service life),Replaced all high-pressure hoses (PN: HSE-7708 x8) and implemented 5-year replacement schedule,1680,5.0,2024-07-24,09:14:00,CRITICAL,Day Shift,Michael Roberts,John Martinez,189,813,26,43,2010
INC_2024_097,LINE_C2,EQ_AS310,Assembly_Station_AS310,Assembly,Parts Feeder Vibration,Parts Handling,112,Vibratory parts feeder excessive vibration from worn isolator mounts (deflection >12mm),Replaced vibration isolator mounts (PN: ISO-2208 x4) and rebalanced feeder bowl,290,3.0,2024-07-26,13:48:00,MEDIUM,Day Shift,Tom Wilson,Rachel Green,112,1602,24,43,1490
INC_2024_098,LINE_B3,EQ_RA205,Robotic_Arm_RA205,Robotics,Tool Changer Failure,End Effector System,145,Automatic tool changer pneumatic locking failure from O-ring wear preventing secure lock,Replaced tool changer master and tool plates (PN: TC-3311) with upgraded seal design,2840,4.0,2024-07-28,22:51:00,HIGH,Night Shift,Sarah Chen,Michael Roberts,145,1292,21,44,1530
INC_2024_099,LINE_D1,EQ_PM115,Packaging_Machine_PM115,Packaging,Timing Belt Skip,Mechanical Drive,78,Packaging machine timing belt skipping teeth from tension loss (deflection 18mm vs 10mm spec),Replaced timing belt (PN: TMG-6608) and adjusted tensioner to proper specification; verified timing,185,2.0,2024-07-30,15:33:00,MEDIUM,Evening Shift,Rachel Green,Tom Wilson,78,1591,22,49,1040
INC_2024_100,LINE_A1,EQ_CB101,Conveyor_Belt_CB101,Material Handling,Limit Switch Broken,Safety Device,45,Conveyor travel limit switch mechanical actuator broken from impact preventing end-of-travel detection,Replaced limit switch assembly (PN: LIM-4407) and added protective guard to prevent future damage,85,1.5,2024-08-01,11:19:00,MEDIUM,Day Shift,John Martinez,Michael Roberts,45,1735,23,45,600
INC_2024_101,LINE_C2,EQ_VS301,Vision_System_VS301,Quality Inspection,Lens Aperture Stuck,Optical System,67,Camera lens iris aperture stuck at f/2.8 from mechanical jamming affecting depth of field,Replaced camera lens assembly (PN: LNS-7713) and configured fixed aperture f/5.6 for production,890,2.0,2024-08-03,12:44:00,MEDIUM,Day Shift,Lisa Wang,Tom Wilson,67,1934,21,45,0
INC_2024_102,LINE_B3,EQ_WR220,Welding_Robot_WR220,Welding,Reamer Nozzle Worn,Consumable Maintenance,56,Nozzle reamer cutting edges worn requiring frequent manual cleaning of spatter buildup,Replaced nozzle reamer (PN: RAM-8809) and adjusted automatic cleaning cycle frequency to every 25 welds,95,1.5,2024-08-05,04:21:00,MEDIUM,Night Shift,David Kim,Sarah Chen,56,1292,23,41,740
INC_2024_103,LINE_D1,EQ_AGV105,AGV_Vehicle_AGV105,Autonomous Vehicle,Load Sensor Drift,Weight Measurement,89,AGV load cell weight sensor drift (±8kg error) affecting payload management logic,Recalibrated load cell sensors using certified test weights and zeroed tare weight,0,2.5,2024-08-07,19:12:00,MEDIUM,Evening Shift,Rachel Green,David Kim,89,1702,22,48,0
INC_2024_104,LINE_A1,EQ_HP110,Hydraulic_Press_HP110,Press Equipment,Intensifier Failure,Pressure Amplification,198,Hydraulic pressure intensifier piston seal failure causing inability to reach 250 bar maximum pressure,Replaced intensifier assembly (PN: INT-7709) and pressure tested to 275 bar proof pressure,3240,5.5,2024-08-09,10:06:00,CRITICAL,Day Shift,Michael Roberts,John Martinez,198,880,25,43,2100
INC_2024_105,LINE_C2,EQ_AS310,Assembly_Station_AS310,Assembly,Static Elimination,ESD Control,67,Static charge buildup causing component handling issues and occasional ESD damage to electronics,Installed ionizing air blower system (PN: ION-2209) and verified ±50V surface voltage control,680,2.0,2024-08-11,14:17:00,MEDIUM,Day Shift,Tom Wilson,Rachel Green,67,1669,24,38,890
INC_2024_106,LINE_B3,EQ_RA205,Robotic_Arm_RA205,Robotics,Resolver Failure,Position Sensing,167,J6 axis resolver failure from bearing wear causing position feedback errors and servo faults,Replaced resolver assembly (PN: RES-3312) and performed complete absolute position calibration,1680,4.5,2024-08-13,21:39:00,HIGH,Night Shift,Sarah Chen,Michael Roberts,167,1359,21,44,1760
INC_2024_107,LINE_D1,EQ_PM115,Packaging_Machine_PM115,Packaging,Film Registration,Print Alignment,112,Packaging film print registration off by 8mm from photo eye sensor contamination,Cleaned registration photo eye and adjusted film path guides; verified ±1mm registration accuracy,0,3.0,2024-08-15,16:28:00,MEDIUM,Evening Shift,Rachel Green,Tom Wilson,112,1658,22,49,1490
INC_2024_108,LINE_A1,EQ_CB101,Conveyor_Belt_CB101,Material Handling,Brake Coil Burnout,Braking System,134,Conveyor brake solenoid coil burnout from continuous energization (thermal overload),Replaced brake coil (PN: BRK-4408) and added current limiting resistor to prevent overheating,240,3.5,2024-08-17,09:52:00,HIGH,Day Shift,John Martinez,Sarah Chen,134,1802,23,45,1420
INC_2024_109,LINE_C2,EQ_VS301,Vision_System_VS301,Quality Inspection,GPU Overheating,Computer Hardware,89,Vision system GPU thermal throttling from failed cooling fan (fan speed 0 RPM detected),Replaced graphics card cooling fan (PN: FAN-7714) and applied fresh thermal interface material,180,2.5,2024-08-19,13:21:00,MEDIUM,Day Shift,Lisa Wang,Tom Wilson,89,2001,21,45,0
INC_2024_110,LINE_B3,EQ_WR220,Welding_Robot_WR220,Welding,Cable Port Leak,Sealing System,78,Welding torch cable port seal degradation allowing air ingress and shielding gas dilution,Replaced torch cable seal kit (PN: SEAL-8810) and pressure tested to 2 bar to verify integrity,125,2.0,2024-08-21,03:07:00,MEDIUM,Night Shift,David Kim,Sarah Chen,78,1359,23,42,1040
INC_2024_111,LINE_D1,EQ_AGV105,AGV_Vehicle_AGV105,Autonomous Vehicle,Reflector Missing,Navigation Reference,45,AGV navigation reflector displaced from wall mount affecting localization accuracy,Reinstalled navigation reflector at calibrated position and verified AGV path accuracy ±10mm,0,1.5,2024-08-23,18:43:00,LOW,Evening Shift,Rachel Green,Lisa Wang,45,1769,22,48,0
INC_2024_112,LINE_A1,EQ_HP110,Hydraulic_Press_HP110,Press Equipment,Pilot Valve Spool,Control Valve,123,Proportional pilot valve spool binding from particle contamination (ISO 18/16/14 oil cleanliness),Replaced pilot valve cartridge (PN: PLT-7710) and upgraded system filtration to 3µm absolute,680,3.5,2024-08-25,10:41:00,HIGH,Day Shift,Michael Roberts,John Martinez,123,947,26,44,1300
INC_2024_113,LINE_C2,EQ_AS310,Assembly_Station_AS310,Assembly,Dispensing Valve Leak,Fluid Handling,95,Adhesive dispensing valve needle seat wear causing material leakage and adhesive waste,Replaced dispensing valve assembly (PN: DSP-2210) and adjusted opening/closing timing parameters,380,2.5,2024-08-27,13:56:00,MEDIUM,Day Shift,Tom Wilson,Rachel Green,95,1736,24,43,1260
INC_2024_114,LINE_B3,EQ_RA205,Robotic_Arm_RA205,Robotics,Battery Backup Low,Power Backup,23,Robot controller battery backup voltage low warning (2.6V) risking program memory loss,Replaced controller lithium backup battery (PN: BATT-3313) and verified program/parameter retention,65,0.5,2024-08-29,22:18:00,LOW,Night Shift,Sarah Chen,Michael Roberts,23,2056,21,44,0
INC_2024_115,LINE_D1,EQ_PM115,Packaging_Machine_PM115,Packaging,Zipper Applicator Jam,Material Application,89,Reclosable zipper tape applicator jam from adhesive residue accumulation in guide channel,Cleaned applicator guide channel and replaced worn guide rollers (PN: GID-6609); adjusted tape tension,185,2.5,2024-08-31,15:52:00,MEDIUM,Evening Shift,Rachel Green,Tom Wilson,89,1725,22,50,1180
INC_2024_116,LINE_A1,EQ_CB101,Conveyor_Belt_CB101,Material Handling,Control Relay Failure,Control Circuit,67,Conveyor motor contactor control relay failure from contact wear (2M operations vs 5M rating),Replaced control relay (PN: RLY-4409) with higher cycle rating and added surge suppression,95,2.0,2024-09-02,11:08:00,MEDIUM,Day Shift,John Martinez,Michael Roberts,67,1869,23,45,890
INC_2024_117,LINE_C2,EQ_VS301,Vision_System_VS301,Quality Inspection,Power Supply Ripple,Power Quality,112,Vision system power supply excessive ripple voltage affecting LED driver stability and image quality,Replaced switching power supply (PN: PSU-7715) and added line conditioning to reduce electrical noise,420,3.0,2024-09-04,12:33:00,MEDIUM,Day Shift,Lisa Wang,Tom Wilson,112,2068,21,45,0
INC_2024_118,LINE_B3,EQ_WR220,Welding_Robot_WR220,Welding,Seam Tracking Lost,Sensor System,134,Laser seam tracking sensor contamination from welding smoke reducing detection reliability,Cleaned seam tracking sensor optics and optimized fume extraction positioning; adjusted sensor angle,0,3.5,2024-09-06,04:49:00,HIGH,Night Shift,David Kim,Sarah Chen,134,1426,23,42,1420
INC_2024_119,LINE_D1,EQ_AGV105,AGV_Vehicle_AGV105,Autonomous Vehicle,Caster Wheel Bearing,Steering System,101,AGV caster wheel bearing failure from contamination causing steering resistance,Replaced caster wheel bearing assemblies (PN: CAST-3306 x4) and installed improved seals,420,3.0,2024-09-08,19:27:00,MEDIUM,Evening Shift,Rachel Green,David Kim,101,1836,22,48,0
INC_2024_120,LINE_A1,EQ_HP110,Hydraulic_Press_HP110,Press Equipment,Cushion Valve Stuck,Motion Control,156,Press cushion deceleration valve stuck closed causing hard stops and excessive shock loading,Replaced cushion valve assembly (PN: CUSH-7711) and adjusted deceleration profile parameters,890,4.0,2024-09-10,09:23:00,HIGH,Day Shift,Michael Roberts,John Martinez,156,1014,25,43,1650
INC_2024_121,LINE_C2,EQ_AS310,Assembly_Station_AS310,Assembly,Linear Rail Binding,Linear Motion,123,Assembly axis linear rail binding from lubrication starvation and contamination ingress,Cleaned and re-lubricated linear rails; replaced damaged rail blocks (PN: BLK-2211 x2),580,3.5,2024-09-12,14:45:00,HIGH,Day Shift,Tom Wilson,Rachel Green,123,1803,24,43,1300
INC_2024_122,LINE_B3,EQ_RA205,Robotic_Arm_RA205,Robotics,Fan Filter Dirty,Cooling System,45,Robot controller cooling fan filter clogged causing cabinet temperature rise to 52°C (vs 35°C normal),Replaced/cleaned cooling fan filters (PN: FLT-3314) and verified cabinet temperature normalized,25,1.5,2024-09-14,23:04:00,LOW,Night Shift,Sarah Chen,Michael Roberts,45,1493,21,44,0
INC_2024_123,LINE_D1,EQ_PM115,Packaging_Machine_PM115,Packaging,Product Counter Error,Control System,67,Package count sensor mounting looseness causing missed counts and inventory discrepancy,Tightened sensor mount and replaced sensor (PN: SNS-6610); verified count accuracy over 1000 cycles,125,2.0,2024-09-16,16:19:00,MEDIUM,Evening Shift,Rachel Green,Tom Wilson,67,1792,22,49,890
INC_2024_124,LINE_A1,EQ_CB101,Conveyor_Belt_CB101,Material Handling,Encoder Signal Noise,Feedback System,89,Conveyor encoder signal noise from unshielded cable routing near VFD power cables,Rerouted encoder cable in dedicated conduit away from power; added ferrite suppression cores,0,2.5,2024-09-18,10:57:00,MEDIUM,Day Shift,John Martinez,Sarah Chen,89,1936,23,45,1180
INC_2024_125,LINE_C2,EQ_VS301,Vision_System_VS301,Quality Inspection,Monitor Backlight Dim,Display System,34,Operator interface monitor backlight LED dimming (40% brightness) from age-related degradation,Replaced LCD monitor (PN: MON-7716) with LED backlight display rated 50000 hours MTBF,380,1.0,2024-09-20,13:12:00,LOW,Day Shift,Lisa Wang,Tom Wilson,34,2123,21,45,0
INC_2024_126,LINE_B3,EQ_WR220,Welding_Robot_WR220,Welding,Torch Cleaning Station,Maintenance System,78,Automatic torch cleaning station reamer motor failure preventing nozzle cleaning cycles,Replaced cleaning station motor (PN: MTR-8811) and adjusted reamer depth to prevent over-insertion,340,2.0,2024-09-22,03:36:00,MEDIUM,Night Shift,David Kim,Sarah Chen,78,1493,23,42,1040
INC_2024_127,LINE_D1,EQ_AGV105,AGV_Vehicle_AGV105,Autonomous Vehicle,Backup Beeper Failed,Safety Alert,23,AGV backup warning beeper failure from water ingress (IP rating insufficient for wash-down area),Replaced beeper with IP67-rated model (PN: BPR-3307) suitable for wet environments,65,0.5,2024-09-24,18:51:00,LOW,Evening Shift,Rachel Green,Lisa Wang,23,1903,22,55,0
INC_2024_128,LINE_A1,EQ_HP110,Hydraulic_Press_HP110,Press Equipment,Temperature Sensor Drift,Monitoring System,45,Hydraulic oil temperature sensor reading error (±8°C) affecting thermal management logic,Replaced RTD temperature sensor (PN: RTD-7712) and recalibrated with NIST traceable reference,180,1.5,2024-09-26,09:39:00,MEDIUM,Day Shift,Michael Roberts,John Martinez,45,1081,25,44,0
INC_2024_129,LINE_C2,EQ_AS310,Assembly_Station_AS310,Assembly,Blow-Off Valve Leak,Pneumatic System,67,Compressed air blow-off valve seat wear causing continuous air leak (estimated 15 SCFM loss),Replaced blow-off solenoid valve (PN: SOL-2212) and installed quick exhaust valve for faster response,125,2.0,2024-09-28,14:28:00,MEDIUM,Day Shift,Tom Wilson,Rachel Green,67,1870,24,43,890
INC_2024_130,LINE_B3,EQ_RA205,Robotic_Arm_RA205,Robotics,Reference Position Lost,Calibration System,178,Robot absolute encoder battery backup failure causing loss of reference position data,Replaced all axis encoder backup batteries (PN: BATT-3315 x6) and re-mastered robot home position,420,5.0,2024-09-30,22:47:00,HIGH,Night Shift,Sarah Chen,Michael Roberts,178,1560,21,44,1890
INC_2024_131,LINE_D1,EQ_PM115,Packaging_Machine_PM115,Packaging,Servo Drive Alarm,Motion Control,145,Packaging servo drive regenerative overload alarm from rapid deceleration profile,Adjusted motion profile deceleration rate and added external braking resistor (PN: RES-6611),680,4.0,2024-10-02,15:36:00,HIGH,Evening Shift,Rachel Green,Tom Wilson,145,1859,22,50,1530
INC_2024_132,LINE_A1,EQ_CB101,Conveyor_Belt_CB101,Material Handling,Junction Box Corroded,Electrical Enclosure,56,Conveyor motor junction box corrosion from moisture ingress causing connection resistance,Replaced junction box with NEMA 4X stainless steel enclosure (PN: JB-4410); sealed all conduit entries,185,1.5,2024-10-04,11:24:00,MEDIUM,Day Shift,John Martinez,Michael Roberts,56,2003,23,52,740
INC_2024_133,LINE_C2,EQ_VS301,Vision_System_VS301,Quality Inspection,Image Acquisition Timeout,System Performance,89,Vision image acquisition timeout errors from memory leak in vision software after extended runtime,Updated vision software to v8.4.2 with memory leak fix; implemented daily system reboot schedule,0,2.5,2024-10-06,12:49:00,MEDIUM,Day Shift,Lisa Wang,Tom Wilson,89,2190,21,45,0
INC_2024_134,LINE_B3,EQ_WR220,Welding_Robot_WR220,Welding,Wire Buffer Failure,Wire Feeding,112,Welding wire buffer spring fatigue causing inconsistent wire feed during rapid acceleration,Replaced wire buffer spring assembly (PN: BUF-8812) and adjusted buffer tension to specification,145,3.0,2024-10-08,04:18:00,MEDIUM,Night Shift,David Kim,Sarah Chen,112,1560,23,41,1490
INC_2024_135,LINE_D1,EQ_AGV105,AGV_Vehicle_AGV105,Autonomous Vehicle,Payload Sensor Error,Load Monitoring,67,AGV payload sensor false overload alarms from sensor cable damage near articulation point,Replaced payload sensor and cable (PN: PLD-3308); rerouted cable with improved strain relief,280,2.0,2024-10-10,19:05:00,MEDIUM,Evening Shift,Rachel Green,David Kim,67,1970,22,48,0
INC_2024_136,LINE_A1,EQ_HP110,Hydraulic_Press_HP110,Press Equipment,Quill Bushing Worn,Mechanical Components,189,Press ram quill guide bushing wear (0.15mm clearance vs 0.05mm spec) causing misalignment,Replaced quill bushings (PN: BUSH-7713 x4) and performed ram alignment to 0.02mm perpendicularity,1280,5.5,2024-10-12,10:16:00,HIGH,Day Shift,Michael Roberts,John Martinez,189,1148,25,43,2010
INC_2024_137,LINE_C2,EQ_AS310,Assembly_Station_AS310,Assembly,Parts Hopper Empty Sensor,Level Detection,45,Parts hopper low-level sensor false empty signals from sensor contamination with part dust,Cleaned ultrasonic level sensor and adjusted mounting angle; verified reliable detection at all levels,0,1.5,2024-10-14,13:51:00,LOW,Day Shift,Tom Wilson,Rachel Green,45,1937,24,43,600
INC_2024_138,LINE_B3,EQ_RA205,Robotic_Arm_RA205,Robotics,Wrist Cable Break,Cable System,156,Robot J5/J6 wrist cable conductor breakage from excessive flexing at elbow joint,Replaced wrist cable assembly (PN: WRIST-3316) with flex-rated cable; improved routing geometry,980,4.0,2024-10-16,23:22:00,HIGH,Night Shift,Sarah Chen,Michael Roberts,156,1627,21,44,1650
INC_2024_139,LINE_D1,EQ_PM115,Packaging_Machine_PM115,Packaging,Film Unwind Brake Slip,Material Control,78,Film unwind brake slippage from contaminated friction surface causing film tension loss,Cleaned brake friction disc and replaced if worn; adjusted brake torque to maintain 20N web tension,125,2.0,2024-10-18,16:43:00,MEDIUM,Evening Shift,Rachel Green,Tom Wilson,78,1926,22,49,1040
INC_2024_140,LINE_A1,EQ_CB101,Conveyor_Belt_CB101,Material Handling,Cable Carrier Failure,Cable Management,123,Cable carrier chain breakage from wear link failure causing cable bundle to drop,Replaced complete cable carrier chain (PN: CAR-4411) with heavy-duty design; supported cable weight,780,3.5,2024-10-20,09:08:00,HIGH,Day Shift,John Martinez,Sarah Chen,123,2070,23,45,1300
INC_2024_141,LINE_C2,EQ_VS301,Vision_System_VS301,Quality Inspection,Solid State Drive Wear,Storage System,112,Vision system SSD wear leveling warning (85% write endurance consumed) risking data loss,Replaced SSD with higher endurance industrial model (PN: SSD-7717); restored system from backup,580,3.0,2024-10-22,13:27:00,MEDIUM,Day Shift,Lisa Wang,Tom Wilson,112,2257,21,45,0
INC_2024_142,LINE_B3,EQ_WR220,Welding_Robot_WR220,Welding,Gas Solenoid Failure,Gas Control,89,Shielding gas solenoid valve failure to open causing weld porosity from lack of gas coverage,Replaced gas solenoid valve (PN: GAS-8813) and verified flow rate 15 L/min ±1 with flowmeter,180,2.5,2024-10-24,03:53:00,MEDIUM,Night Shift,David Kim,Sarah Chen,89,1627,23,42,1180
INC_2024_143,LINE_D1,EQ_AGV105,AGV_Vehicle_AGV105,Autonomous Vehicle,Main Controller Reboot,System Stability,56,AGV main controller random reboots from power supply capacitor degradation,Replaced power supply board capacitors (PN: CAP-3309); verified stable operation 72 hours continuous,340,1.5,2024-10-26,18:37:00,MEDIUM,Evening Shift,Rachel Green,Lisa Wang,56,2037,22,48,0
INC_2024_144,LINE_A1,EQ_HP110,Hydraulic_Press_HP110,Press Equipment,Safety Light Curtain,Safety Device,67,Press safety light curtain false trips from contaminated optics reducing beam intensity,Cleaned light curtain transmitter/receiver lenses and adjusted alignment; verified 95% signal strength,0,2.0,2024-10-28,10:51:00,MEDIUM,Day Shift,Michael Roberts,John Martinez,67,1215,25,44,0
INC_2024_145,LINE_C2,EQ_AS310,Assembly_Station_AS310,Assembly,Insertion Force Sensor,Quality Verification,95,Component insertion force sensor calibration drift detecting false insufficient insertion,Recalibrated force sensor with certified load cell and adjusted insertion force limits per specification,0,2.5,2024-10-30,14:19:00,MEDIUM,Day Shift,Tom Wilson,Rachel Green,95,2004,24,43,1260
